Time;Input;Th1;Th2
5.91;0.298776305;-0.306515068;1.272948043
5.92;0.299490172;-0.322384451;1.2705066
5.93;0.29358203;-0.339474556;1.25707866
5.94;0.281149539;-0.352902495;1.243650721
5.95;0.262436665;-0.369992599;1.207029068
5.96;0.237829943;-0.383420539;1.172848859
5.97;0.207851464;-0.394407034;1.127682155
5.98;0.173148688;-0.410276417;1.084956893
5.99;0.134481267;-0.422483635;1.019037919
6;0.092705098;-0.428587243;0.948236057
6.01;0.048753952;-0.431028687;0.870109865
6.02;0.003619027;-0.439573739;0.787100786
6.03;-0.055564155;-0.442015183;0.666249332
6.04;-0.114778363;-0.442015183;0.585681697
6.05;-0.171447914;-0.434690852;0.461168078
6.06;-0.224250973;-0.432249409;0.347640955
6.07;-0.271944492;-0.423704356;0.260969711
6.08;-0.313394106;-0.409055695;0.130352483
6.09;-0.347601934;-0.396848478;0.014383917
6.1;-0.373731577;-0.387082704;-0.115012589
6.11;-0.391129677;-0.366330434;-0.238305486
6.12;-0.399343461;-0.348019608;-0.365260548
6.13;-0.398133773;-0.326046616;-0.472684062
6.14;-0.387483218;-0.305294347;-0.583769741
6.15;-0.367599109;-0.282100633;-0.675323873
6.16;-0.33891108;-0.263789807;-0.770540169
6.17;-0.302063304;-0.247920424;-0.85476997
6.18;-0.25790142;-0.228388876;-0.92435111
6.19;-0.207454391;-0.213740215;-0.979283589
6.2;-0.151911638;-0.196650111;-1.017125963
6.21;-0.092595931;-0.186884337;-1.050085451
6.22;-0.030932624;-0.183222171;-1.067175555
6.23;0.023688057;-0.180780728;-1.072058442
6.24;0.070070266;-0.186884337;-1.07083772
6.25;0.11480503;-0.188105058;-1.050085451
6.26;0.156781712;-0.18932578;-1.01468452
6.27;0.194949056;-0.194208667;-0.974400702
6.28;0.228341996;-0.205195163;-0.921909667
6.29;0.256106696;-0.222285267;-0.815706874
6.3;0.277523162;-0.228388876;-0.771760891
6.31;0.292024815;-0.241816815;-0.677765316
6.32;0.299214464;-0.255244755;-0.581328298
6.33;0.298876228;-0.274776303;-0.478787671
6.34;0.290983022;-0.293087129;-0.367701991
6.35;0.275699331;-0.302852903;-0.249291981
6.36;0.253379146;-0.321163729;-0.11623331
6.37;0.224558993;-0.337033112;0.00950103
6.38;0.189946183;-0.351681773;0.134014649
6.39;0.150402483;-0.359006104;0.260969711
6.4;0.106923564;-0.369992599;0.374496834
6.41;0.060614676;-0.376096208;0.4904654
6.42;0.012663138;-0.380979095;0.625965515
6.43;-0.047588956;-0.385861982;0.70653315
6.44;-0.110920495;-0.382199817;0.816398108
6.45;-0.171447914;-0.379758373;0.912835126
6.46;-0.227569445;-0.374875486;0.998285649
6.47;-0.277787005;-0.369992599;1.070308232
6.48;-0.320746969;-0.360226825;1.114254215
6.49;-0.355277678;-0.345578164;1.164303807
6.5;-0.380422607;-0.32848806;1.204587625
6.51;-0.395468246;-0.306515068;1.230222782
6.52;-0.399965841;-0.291866407;1.246092164
6.53;-0.393746303;-0.272334859;1.255857939
6.54;-0.376927783;-0.249141146;1.254637217
6.55;-0.349915554;-0.227168154;1.243650721
6.56;-0.313394106;-0.203974441;1.204587625
6.57;-0.268311513;-0.18932578;1.176511025
6.58;-0.215856379;-0.177118563;1.144772259
6.59;-0.157427882;-0.164911345;1.106929885
6.6;-0.094599599;-0.152704128;1.067866789
6.61;-0.029078042;-0.141717632;1.009272145
6.62;0.028007295;-0.141717632;0.962884718
6.63;0.077123646;-0.142938354;0.912835126
6.64;0.124175418;-0.144159075;0.85301976
6.65;0.167844677;-0.147821241;0.790762951
6.66;0.206897996;-0.153924849;0.732168307
6.67;0.24022192;-0.164911345;0.667470054
6.68;0.26685554;-0.177118563;0.599109636
6.69;0.286019195;-0.192987945;0.524645609
6.7;0.297138428;-0.206415885;0.450181582
6.71;0.299862434;-0.223505989;0.384262608
6.72;0.294076384;-0.243037537;0.301253529
6.73;0.279907166;-0.255244755;0.234113832
6.74;0.25772228;-0.272334859;0.162091249
6.75;0.22812179;-0.284542077;0.090068666
6.76;0.19192347;-0.299190738;0.00950103
6.77;0.150141454;-0.308956512;-0.066183719
6.78;0.103958899;-0.322384451;-0.143089189
6.79;0.054695369;-0.330929503;-0.213891051
6.8;0.003769812;-0.333370947;-0.289575799
6.81;-0.063119839;-0.338253834;-0.368922713
6.82;-0.129519411;-0.33581239;-0.449490349
6.83;-0.192216758;-0.333370947;-0.505643549
6.84;-0.249351005;-0.333370947;-0.574003967
6.85;-0.29921192;-0.323605173;-0.627715724
6.86;-0.340292157;-0.315060121;-0.70095903
6.87;-0.371334151;-0.293087129;-0.780305943
6.88;-0.391370164;-0.27965919;-0.825472648
6.89;-0.399754182;-0.256465476;-0.871860075
6.9;-0.39618457;-0.235713207;-0.91702678
6.91;-0.380716647;-0.213740215;-0.956089876
6.92;-0.353764642;-0.194208667;-0.981725032
6.93;-0.316092811;-0.169794232;-0.981725032
6.94;-0.268795791;-0.158807736;-0.99393225
6.95;-0.213268648;-0.141717632;-0.984166476
6.96;-0.15116734;-0.125848249;-0.95242771
6.97;-0.084360684;-0.113641032;-0.914585336
6.98;-0.014875152;-0.114861753;-0.86819791
6.99;0.041374426;-0.109978866;-0.793733883
7;0.092705098;-0.114861753;-0.720490578
7.01;0.14124444;-0.116082475;-0.633819333
7.02;0.18547643;-0.122186084;-0.537382315
7.03;0.224008173;-0.129510414;-0.420193027
7.04;0.255614606;-0.134393301;-0.295679408
7.05;0.279278518;-0.147821241;-0.179710842
7.06;0.294224547;-0.162469902;-0.022237736
7.07;0.299945993;-0.179560006;0.101055161
7.08;0.29622348;-0.194208667;0.249983215
7.09;0.283134747;-0.211298772;0.375717556
7.1;0.261055126;-0.228388876;0.512438392
7.11;0.230648532;-0.249141146;0.665028611
7.12;0.192849118;-0.26623125;0.789542229
7.13;0.148834038;-0.272334859;0.900627909
7.14;0.09998805;-0.288204242;1.000727092
7.15;0.047860981;-0.289424964;1.122799268
7.16;-0.007840913;-0.30041146;1.189938964
7.17;-0.079342134;-0.295528573;1.265623713
7.18;-0.148370806;-0.295528573;1.341308461
7.19;-0.212672969;-0.296749294;1.39624094
7.2;-0.270133123;-0.289424964;1.43774548
7.21;-0.318844813;-0.284542077;1.469484245
7.22;-0.357175236;-0.265010529;1.504885176
7.23;-0.383821641;-0.250361868;1.513430228
7.24;-0.397857523;-0.227168154;1.510988785
7.25;-0.398766933;-0.205195163;1.491457237
7.26;-0.386465571;-0.18200145;1.460939193
7.27;-0.361307761;-0.166132067;1.421876097
7.28;-0.324078868;-0.144159075;1.382813001
7.29;-0.275973172;-0.127068971;1.329101244
7.3;-0.218557739;-0.113641032;1.25707866
7.31;-0.153723285;-0.100213092;1.20092546
7.32;-0.083623512;-0.084343709;1.144772259
7.33;-0.010604774;-0.081902266;1.071528954
7.34;0.047153736;-0.078240101;1.000727092
7.35;0.100734117;-0.077019379;0.911614405
7.36;0.150956665;-0.083122988;0.829826047
7.37;0.196092762;-0.090447318;0.715078202
7.38;0.234576305;-0.096550927;0.658925002
7.39;0.265059093;-0.108758145;0.56004654
7.4;0.286459363;-0.117303197;0.473375296
7.41;0.298001706;-0.134393301;0.368393225
7.42;0.29924684;-0.149041962;0.276839094
7.43;0.290110049;-0.160028458;0.198712902
7.44;0.270867486;-0.183222171;0.088847944
7.45;0.242149927;-0.191767224;0.007059586
7.46;0.204924013;-0.207636606;-0.085715267
7.47;0.160461462;-0.224726711;-0.18581445
7.48;0.110297145;-0.236933928;-0.27614786
7.49;0.056177363;-0.245478981;-0.370143435
7.5;2.9373E-16;-0.25890692;-0.467801175
7.51;-0.0750019;-0.261348363;-0.545927367
7.52;-0.147436745;-0.257686198;-0.632598611
7.53;-0.214712546;-0.260127642;-0.731477073
7.54;-0.27440456;-0.246699702;-0.808382544
7.55;-0.324343832;-0.235713207;-0.885288014
7.56;-0.362697587;-0.221064546;-0.969517815
7.57;-0.388038441;-0.208857328;-1.046423285
7.58;-0.399399775;-0.185663615;-1.103797208
7.59;-0.396315037;-0.164911345;-1.163612573
7.6;-0.378839322;-0.149041962;-1.21
7.61;-0.34755218;-0.125848249;-1.21
7.62;-0.303541268;-0.092888762;-1.21
7.63;-0.248367185;-0.086785153;-1.21
7.64;-0.184010491;-0.067253605;-1.21
7.65;-0.11280263;-0.055046387;-1.21
7.66;-0.03734306;-0.048942779;-1.21
7.67;0.029695889;-0.044059892;-1.21
7.68;0.086372639;-0.04283917;-1.21
7.69;0.139912287;-0.047722057;-1.169716182
7.7;0.188307408;-0.0501635;-1.097693599
7.71;0.229729844;-0.058708553;-1.019567407
7.72;0.262600886;-0.074577935;-0.936558328
7.73;0.2856529;-0.085564431;-0.829134813
7.74;0.297979928;-0.103875257;-0.721711299
7.75;0.2990752;-0.109978866;-0.58987335
7.76;0.28885395;-0.129510414;-0.460476844
7.77;0.267660442;-0.147821241;-0.323756008
7.78;0.236258737;-0.158807736;-0.183373007
7.79;0.195807299;-0.179560006;-0.036886397
7.8;0.147818202;-0.18932578;0.10715877
7.81;0.094102285;-0.206415885;0.237775998
7.82;0.036702156;-0.213740215;0.363510338
7.83;-0.029579344;-0.218623102;0.46971313
7.84;-0.107051418;-0.213740215;0.602771801
7.85;-0.180475634;-0.213740215;0.697988098
7.86;-0.246985721;-0.203974441;0.793204395
7.87;-0.303966431;-0.199091554;0.8664477
7.88;-0.349157931;-0.183222171;0.950677501
7.89;-0.380747472;-0.173456397;0.993402762
7.9;-0.397444524;-0.155145571;1.038569467
7.91;-0.39853621;-0.135614023;1.073970397
7.92;-0.383920549;-0.111199588;1.098384833
7.93;-0.354115903;-0.092888762;1.104488441
7.94;-0.310245895;-0.07091577;1.106929885
7.95;-0.254000084;-0.0501635;1.11059205
7.96;-0.187571612;-0.034294118;1.10326772
7.97;-0.113574007;-0.023307622;1.08983978
7.98;-0.03494019;-0.013541848;1.076411841
7.99;0.033894373;-0.012321126;1.053218128
8;0.092705098;-0.012321126;1.030024414
8.01;0.147851006;-0.019645457;0.994623484
8.02;0.19708944;-0.024528344;0.960443275
8.03;0.238403233;-0.029411231;0.934808118
8.04;0.270084692;-0.046501335;0.889641413
8.05;0.290807899;-0.055046387;0.850578317
8.06;0.299686211;-0.074577935;0.795645838
8.07;0.296312397;-0.090447318;0.738271916
8.08;0.280779524;-0.103875257;0.679677272
8.09;0.253681459;-0.118523919;0.614979019
8.1;0.216092707;-0.131951858;0.530749218
8.11;0.169528118;-0.147821241;0.446519417
8.12;0.115883868;-0.164911345;0.340316625
8.13;0.057361937;-0.171014954;0.260969711
8.14;-0.004825369;-0.173456397;0.157208362
8.15;-0.086030495;-0.18200145;0.053447013
8.16;-0.163734845;-0.179560006;-0.053976501
8.17;-0.234666555;-0.179560006;-0.179710842
8.18;-0.295818606;-0.16857351;-0.288355077
8.19;-0.344577941;-0.155145571;-0.456814679
8.2;-0.378839322;-0.145379797;-0.555693141
8.21;-0.39709891;-0.131951858;-0.682648203
8.22;-0.398523292;-0.111199588;-0.804720378
8.23;-0.382990698;-0.092888762;-0.915806058
8.24;-0.351102251;-0.073357214;-1.020788128
8.25;-0.304162386;-0.053825666;-1.114783703
8.26;-0.244128859;-0.035514839;-1.199013504
8.27;-0.173534086;-0.013541848;-1.21
8.28;-0.09538084;0.001106813;-1.21
8.29;-0.013016462;0.003548257;3.715612268
8.3;0.052506918;0.008431144;3.718053712
8.31;0.112572257;0.0059897;3.703405051
8.32;0.167813429;0.001106813;3.69608072
8.33;0.21580485;-0.008658961;3.683873503
8.34;0.254423307;-0.01476257;3.704625772
8.35;0.281943585;-0.029411231;3.715612268
8.36;0.297117612;-0.040397726;3.713170825
8.37;0.299233432;-0.055046387;-1.21
8.38;0.28815113;-0.075798657;-1.21
8.39;0.264313799;-0.095330205;-1.21
8.4;0.228732753;-0.111199588;-1.146522469
8.41;0.182947291;-0.123406806;-1.054968338
8.42;0.128960479;-0.138055467;-0.976842145
8.43;0.069153512;-0.151483406;-0.884067292
8.44;0.006182217;-0.16124918;-0.765657282
8.45;-0.076186532;-0.162469902;-0.688751812
8.46;-0.157289244;-0.160028458;-0.588652628
8.47;-0.231398237;-0.155145571;-0.487332723
8.48;-0.295140993;-0.145379797;-0.390895705
8.49;-0.345594679;-0.138055467;-0.300562295
8.5;-0.380422607;-0.124627527;-0.209008164
8.51;-0.397985448;-0.105095979;-0.117454032
8.52;-0.397421783;-0.089226596;-0.029562066
8.53;-0.378693888;-0.069695048;0.0583299
8.54;-0.342596233;-0.047722057;0.146221866
8.55;-0.290725786;-0.025749065;0.230451667
8.56;-0.225415033;-0.007438239;0.309798581
8.57;-0.1496303;0.009651865;0.38548333
8.58;-0.066839659;0.023079805;0.499010452
8.59;0.014357875;0.030404135;0.603992523
8.6;0.078252452;0.025521248;0.696767376
8.61;0.138576598;0.025521248;0.79686656
8.62;0.192502365;0.016976196;0.887199969
8.63;0.237484843;0.013314031;0.986078431
8.64;0.271383875;0.002327535;1.071528954
8.65;0.292567989;-0.011100404;1.15209659
8.66;0.299995414;-0.026969787;1.219236286
8.67;0.293268074;-0.046501335;1.293700313
8.68;0.272655632;-0.064812161;1.352294957
8.69;0.239088074;-0.081902266;1.41699321
8.7;0.194116788;-0.097771649;1.440186923
8.71;0.139845586;-0.11242031;1.470704967
8.72;0.078834598;-0.118523919;1.497560845
8.73;0.013981304;-0.134393301;1.495119402
8.74;-0.068821157;-0.130731136;1.497560845
8.75;-0.153073373;-0.135614023;1.470704967
8.76;-0.230043224;-0.129510414;1.441407645
8.77;-0.295987718;-0.11974464;1.399903105
8.78;-0.347676524;-0.11242031;1.340087739
8.79;-0.382552914;-0.096550927;1.264402991
8.8;-0.39886356;-0.079460822;1.192380407
8.81;-0.395750443;-0.057487831;1.105709163
8.82;-0.373299913;-0.037956283;1.015375753
8.83;-0.33254595;-0.019645457;0.889641413
8.84;-0.275426895;0.0059897;0.782217899
8.85;-0.2046972;0.025521248;0.668690776
8.86;-0.123798003;0.037728466;0.545397879
8.87;-0.036692413;0.049935683;0.436753643
8.88;0.039245068;0.049935683;0.314681468
8.89;0.104135694;0.046273518;0.217023728
8.9;0.163918304;0.043832074;0.113262379
8.91;0.21559524;0.036507744;0.010721752
8.92;0.256557186;0.02674197;-0.075949493
8.93;0.284716967;0.018196918;-0.156517128
8.94;0.298618458;-0.007438239;-0.27614786
8.95;0.297514818;-0.012321126;-0.313990234
8.96;0.281411704;-0.034294118;-0.389674983
8.97;0.251072864;-0.0501635;-0.448269627
8.98;0.207987345;-0.068474327;-0.504422827
8.99;0.154299531;-0.089226596;-0.56179675
9;0.092705098;-0.096550927;-0.608184176
9.01;0.026317805;-0.107537423;-0.663116655
9.02;-0.055315253;-0.109978866;-0.716828412
9.03;-0.142987341;-0.109978866;-0.770540169
9.04;-0.223417801;-0.108758145;-0.819369039
9.05;-0.292446238;-0.102654536;-0.86819791
9.06;-0.346477163;-0.089226596;-0.910923171
9.07;-0.382670189;-0.079460822;-0.958531319
9.08;-0.399092984;-0.056267109;-0.991490806
9.09;-0.394828578;-0.040397726;-1.026891737
9.1;-0.370030883;-0.017204013;-1.050085451
9.11;-0.325924893;0.004768978;-1.061071946
9.12;-0.264750899;0.021859083;-1.068396277
9.13;-0.189654953;0.037728466;-1.069616999
9.14;-0.104530691;0.057260014;-1.041540398
9.15;-0.013820257;0.067025788;-1.00125658
9.16;0.058286741;0.067025788;-0.95242771
9.17;0.123935144;0.067025788;-0.881625849
9.18;0.183096644;0.062142901;-0.808382544
9.19;0.232613017;0.057260014;-0.713166247
9.2;0.269821575;0.037728466;-0.58254902
9.21;0.292700827;0.02674197;-0.501981384
9.22;0.299983287;0.012093309;-0.379909209
9.23;0.291229027;0.001106813;-0.256616312
9.24;0.26685554;-0.019645457;-0.118674754
9.25;0.22812179;-0.035514839;0.014383917
9.26;0.177066754;-0.059929274;0.134014649
9.27;0.116405257;-0.068474327;0.264631876
9.28;0.049386205;-0.077019379;0.375717556
9.29;-0.027172683;-0.088005875;0.474596017
9.3;-0.118816633;-0.086785153;0.573474479
9.31;-0.204092293;-0.086785153;0.652821393
9.32;-0.278329019;-0.079460822;0.721181811
9.33;-0.337434578;-0.069695048;0.774893568
9.34;-0.37812371;-0.055046387;0.809073777
9.35;-0.398104561;-0.034294118;0.844474708
9.36;-0.396212225;-0.013541848;0.860344091
9.37;-0.372481394;0.0059897;0.867668421
9.38;-0.328153392;0.021859083;0.856681926
9.39;-0.265616423;0.049935683;0.84569543
9.4;-0.188281573;0.065805066;0.822501717
9.41;-0.10040071;0.084115892;0.806632334
9.42;-0.006835773;0.091440223;0.790762951
9.43;0.065406181;0.090219501;0.770010681
9.44;0.132354028;0.091440223;0.75536202
9.45;0.191952444;0.079233005;0.730947585
9.46;0.240830257;0.076791562;0.716298924
9.47;0.276202168;0.064584344;0.688222324
9.48;0.296030271;0.049935683;0.663807889
9.49;0.299144828;0.035287022;0.632069123
9.5;0.285316955;0.016976196;0.594226749
9.51;0.255278544;-0.00133463;0.545397879
9.52;0.210687667;-0.018424735;0.505114061
9.53;0.15404081;-0.030631952;0.451402304
9.54;0.088536334;-0.044059892;0.387924773
9.55;0.017896446;-0.059929274;0.317122911
9.56;-0.071790127;-0.064812161;0.228010224
9.57;-0.163413752;-0.06359144;0.123028153
9.58;-0.245718487;-0.058708553;0.018046082
9.59;-0.313924394;-0.045280613;-0.086935988
9.6;-0.364042388;-0.039177005;-0.223656825
9.61;-0.393111327;-0.019645457;-0.344508278
9.62;-0.399377552;0.001106813;-0.472684062
9.63;-0.382405778;0.020638361;-0.598418402
9.64;-0.343114053;0.041390631;-0.720490578
9.65;-0.283729892;0.056039292;-0.836459144
9.66;-0.207669234;0.079233005;-0.931675441
9.67;-0.119344483;0.092660945;-1.025671015
9.68;-0.023912104;0.101205997;-1.106238651
9.69;0.054769502;0.110971771;-1.159950408
9.7;0.124312674;0.107309606;-1.207558556
9.71;0.186570756;0.107309606;-1.21
9.72;0.237829943;0.093881666;-1.21
9.73;0.275011015;0.082895171;-1.21
9.74;0.295857287;0.07557084;-1.21
9.75;0.2990752;0.053597848;-1.21
9.76;0.284418582;0.037728466;-1.21
9.77;0.252710891;0.023079805;-1.18924773
9.78;0.20580342;-0.000113909;-1.148963912
9.79;0.146471235;-0.011100404;-1.089148547
9.8;0.078252452;-0.031852674;-1.041540398
9.81;0.00523991;-0.034294118;-0.975621424
9.82;-0.090883536;-0.037956283;-0.914585336
9.83;-0.1833407;-0.035514839;-0.845004196
9.84;-0.264750899;-0.031852674;-0.781526665
9.85;-0.330124263;-0.020866178;-0.716828412
9.86;-0.375424201;-0.01476257;-0.658233768
9.87;-0.397821001;0.0059897;-0.586211185
9.88;-0.395873768;0.024300526;-0.52029221
9.89;-0.369628709;0.048714961;-0.448269627
9.9;-0.320626794;0.070687953;-0.368922713
9.91;-0.251819294;0.082895171;-0.292017243
9.92;-0.16739542;0.097543832;-0.205345998
9.93;-0.072531738;0.115854658;-0.10890898
9.94;0.020191448;0.128061875;-0.006368353
9.95;0.093600989;0.129282597;0.115703822
9.96;0.161257;0.120737545;0.232893111
9.97;0.21892271;0.115854658;0.367172503
9.98;0.262964618;0.108530327;0.495348287
9.99;0.290584321;0.091440223;0.630848402
10;0.3;0.079233005;0.74803769
10.01;0.290565571;0.057260014;0.892082856
10.02;0.262819324;0.045052796;0.979974823
10.03;0.218458187;0.030404135;1.08251545
10.04;0.160238427;0.013314031;1.175290303
10.05;0.091808293;0.002327535;1.254637217
10.06;0.017482478;-0.015983291;1.327880522
10.07;-0.077370472;-0.01476257;1.391358053
10.08;-0.173216998;-0.015983291;1.435304036
10.09;-0.258093481;-0.013541848;1.462159915
10.1;-0.3265357;-0.002555352;1.48657435
10.11;-0.374106495;0.008431144;1.49389868
10.12;-0.39768805;0.023079805;1.484132906
10.13;-0.395691783;0.045052796;1.467042802
10.14;-0.368171383;0.062142901;1.43774548
10.15;-0.316830646;0.081674449;1.40356527
10.16;-0.244924447;0.102426719;1.348632792
10.17;-0.157058132;0.118296101;1.301024643
10.18;-0.058897283;0.135386206;1.247312886
10.19;0.032395642;0.143931258;1.182614633
10.2;0.106923564;0.143931258;1.128902876
10.21;0.174531292;0.140269093;1.073970397
10.22;0.230769021;0.132944762;1.010492866
10.23;0.271911806;0.113413214;0.925042344
10.24;0.2952096;0.106088884;0.854240482
10.25;0.2990752;0.091440223;0.771231403
10.26;0.283197002;0.064584344;0.632069123
10.27;0.248568299;0.05481857;0.583240253
10.28;0.197430282;0.037728466;0.467271687
10.29;0.133131607;0.025521248;0.369613947
10.3;0.059912994;0.013314031;0.248762493
10.31;-0.023159429;-0.002555352;0.119365988
10.32;-0.124753561;-0.004996796;-0.01857557
10.33;-0.218094444;-0.000113909;-0.173607233
10.34;-0.296898899;0.004768978;-0.329859617
10.35;-0.355830351;0.020638361;-0.489774166
10.36;-0.390864573;0.032845579;-0.663116655
10.37;-0.399570043;0.048714961;-0.841342031
10.38;-0.381283022;0.067025788;-0.997594415
10.39;-0.337164389;0.087778058;-1.151405356
10.4;-0.270133123;0.110971771;-1.21
10.41;-0.184679629;0.121958267;3.708287938
10.42;-0.086570393;0.136606928;3.572787823
10.43;0.013152773;0.147593423;3.460481422
10.44;0.09040747;0.147593423;3.337188525
10.45;0.161543004;0.147593423;3.259062333
10.46;0.221660839;0.142710536;3.190701915
10.47;0.266596696;0.132944762;3.121120775
10.48;0.29321237;0.118296101;3.060084688
10.49;0.29961919;0.10364744;2.9990486
10.5;0.285316955;0.084115892;2.955102617
10.51;0.251237811;0.070687953;2.903832303
10.52;0.19969105;0.045052796;2.857444877
10.53;0.134211606;0.035287022;2.834251164
10.54;0.059321839;0.018196918;2.801291676
10.55;-0.026370239;0.009651865;2.773215076
10.56;-0.130089953;0.010872587;2.746359197
10.57;-0.224791776;0.009651865;2.720724041
10.58;-0.303803003;0.014534752;2.699971771
10.59;-0.361523152;0.030404135;2.690205997
10.6;-0.393825734;0.04749424;2.670674449
10.61;-0.398359323;0.064584344;2.656025788
10.62;-0.374725567;0.087778058;2.647480735
10.63;-0.324520245;0.106088884;2.635273518
10.64;-0.251233032;0.121958267;2.624287022
10.65;-0.160011655;0.142710536;2.621845579
10.66;-0.057305848;0.159800641;2.616962692
10.67;0.037188514;0.164683528;2.616962692
10.68;0.114770199;0.158579919;2.609638361
10.69;0.18419961;0.156138476;2.612079805
10.7;0.240470095;0.15247631;2.616962692
10.71;0.279498238;0.141489815;2.618183413
10.72;0.298424165;0.126841154;2.6230663
10.73;0.295826011;0.104868162;2.625507744
10.74;0.271832117;0.093881666;2.646260014
10.75;0.22812179;0.074350118;2.647480735
10.76;0.167813429;0.057260014;2.663350118
10.77;0.095247008;0.040169909;2.673115892
10.78;0.015675689;0.027962692;2.693868162
10.79;-0.086815747;0.024300526;2.718282597
10.8;-0.188281573;0.023079805;2.735372702
10.81;-0.276045935;0.031624857;2.765890745
10.82;-0.343629707;0.037728466;2.778097963
10.83;-0.386008062;0.058480735;2.820823224
10.84;-0.399990096;0.071908675;2.855003433
10.85;-0.384466169;0.088998779;2.887962921
10.86;-0.340503342;0.109751049;2.917260243
10.87;-0.271280286;0.132944762;2.977075608
10.88;-0.181864869;0.147593423;3.041773861
10.89;-0.078849405;0.163462806;3.102809949
10.9;0.022598042;0.17322858;3.167508202
10.91;0.102720184;0.167124971;3.250517281
10.92;0.175235803;0.172007858;3.337188525
10.93;0.234693763;0.162242084;3.436066987
10.94;0.276597887;0.147593423;3.538607614
10.95;0.297751065;0.137827649;3.654576181
10.96;0.29650431;0.120737545;-1.21
10.97;0.272891022;0.099985275;-1.173378347
10.98;0.228635151;0.076791562;-1.023229572
10.99;0.167031371;0.062142901;-0.869418631
11;0.092705098;0.048714961;-0.711945525
11.01;0.011269382;0.040169909;-0.552030976
11.02;-0.094794945;0.0340663;-0.398220035
11.03;-0.197484472;0.0340663;-0.256616312
11.04;-0.2851788;0.041390631;-0.115012589
11.05;-0.351126331;0.048714961;0.014383917
11.06;-0.39021259;0.064584344;0.136456092
11.07;-0.399363458;0.080453727;0.242658885
11.08;-0.377794609;0.107309606;0.37205539
11.09;-0.327086376;0.125620432;0.448960861
11.1;-0.251076545;0.142710536;0.534411383
11.11;-0.155577549;0.161021363;0.610096132
11.12;-0.047938297;0.179332189;0.70653315
11.13;0.04763767;0.184215076;0.80419089
11.14;0.127597327;0.179332189;0.888420691
11.15;0.197685619;0.176890745;0.981195544
11.16;0.252405702;0.172007858;1.067866789
11.17;0.287438067;0.156138476;1.13866865
11.18;0.299986318;0.14515198;1.224119173
11.19;0.289006146;0.12439971;1.294921035
11.2;0.255298345;0.113413214;1.360840009
11.21;0.201457211;0.093881666;1.414551766
11.22;0.131676973;0.076791562;1.463380636
11.23;0.051430173;0.064584344;1.497560845
11.24;-0.043943686;0.05481857;1.513430228
11.25;-0.153073373;0.052377127;1.520754559
11.26;-0.250136289;0.058480735;1.520754559
11.27;-0.327375457;0.063363622;1.497560845
11.28;-0.378580438;0.076791562;1.469484245
11.29;-0.399593028;0.091440223;1.421876097
11.3;-0.388652693;0.107309606;1.365722896
11.31;-0.346552493;0.131724041;1.302245365
11.32;-0.276591101;0.150034867;1.237547112
11.33;-0.184322837;0.176890745;1.141110094
11.34;-0.077123875;0.180552911;1.075191119
11.35;0.027294061;0.190318685;0.993402762
11.36;0.110297145;0.200084459;0.916497292
11.37;0.184437566;0.19398085;0.828605325
11.38;0.243676379;0.189097963;0.741934081
11.39;0.283159662;0.175670024;0.655262837
11.4;0.299621087;0.164683528;0.567370871
11.41;0.291658089;0.147593423;0.466050965
11.42;0.259857872;0.131724041;0.370834668
11.43;0.20676146;0.109751049;0.263411154
11.44;0.136667201;0.095102388;0.154766918
11.45;0.055288335;0.080453727;0.048564126
11.46;-0.040944791;0.074350118;-0.084494545
11.47;-0.152330036;0.071908675;-0.221215381
11.48;-0.251233032;0.074350118;-0.381129931
11.49;-0.32944155;0.081674449;-0.532499428
11.5;-0.380422607;0.093881666;-0.699738308
11.51;-0.399874936;0.113413214;-0.85476997
11.52;-0.386100161;0.129282597;-1.01468452
11.53;-0.340159992;0.146372702;-1.170936904
11.54;-0.265804287;0.169566415;-1.21
11.55;-0.169173839;0.182994354;3.69608072
11.56;-0.058300605;0.196422293;3.554476997
11.57;0.043165928;0.206188067;3.470247196
11.58;0.126504482;0.207408789;3.323760586
11.59;0.199268686;0.204967346;3.277373159
11.6;0.255298345;0.200084459;3.213895628
11.61;0.289819986;0.189097963;3.136990158
11.62;0.299858988;0.170787137;3.084499123
11.63;0.284502413;0.153697032;3.038111696
11.64;0.24498884;0.134165484;2.994165713
11.65;0.184615911;0.112192493;2.95021973
11.66;0.10847175;0.102426719;2.924584573
11.67;0.023011532;0.090219501;2.897728695
11.68;-0.085981405;0.088998779;2.878197147
11.69;-0.195382708;0.088998779;2.863548486
11.7;-0.28812361;0.090219501;2.850120546
11.71;-0.356197001;0.097543832;2.844016938
11.72;-0.393684176;0.115854658;2.841575494
11.73;-0.397277375;0.135386206;2.839134051
11.74;-0.366580858;0.151255589;2.841575494
11.75;-0.304162386;0.172007858;2.851341268
11.76;-0.215348315;0.191539406;2.864769207
11.77;-0.107777706;0.207408789;2.88063859
11.78;0.006936019;0.217174563;2.894066529
11.79;0.094173875;0.225719615;2.938012512
11.8;0.173271811;0.218395285;2.967309834
11.81;0.237300444;0.217174563;3.007593652
11.82;0.280619881;0.20130518;3.061305409
11.83;0.299381694;0.189097963;3.106472114
11.84;0.291877357;0.163462806;3.199246967
11.85;0.258701093;0.153697032;3.252958724
11.86;0.202711031;0.136606928;3.290801099
11.87;0.128790262;0.119516823;3.407990387
11.88;0.043427059;0.107309606;3.493440909
11.89;-0.061133621;0.101205997;3.606968032
